,haiku,colors,lines,syllables,total_syllables
36625,winning the debate / everyone / who didnt watch,[],3,"(6, 4, 3)",13
36626,not open / to debate / a wailing siren,[],3,"(3, 4, 5)",12
36627,meanwhile / away from the camera / two rivers meet,[],3,"(3, 7, 4)",14
36628,september rain / a confluence / of sighs,[],3,"(4, 4, 2)",10
36629,magic number one / welcoming / nightfall,[],3,"(6, 3, 2)",11
36630,stomping out / his cigarette / the cardiologist,[],3,"(3, 5, 5)",13
36631,53rd and 3rd / the one / they never pick,[],3,"(3, 3, 4)",10
36632,clouding up / the cascade / of an unfiltered ale,[],3,"(3, 4, 8)",15
36633,long range forecast / too many days / of clouds without rain,[],3,"(6, 4, 5)",15
36634,autumn overcast / shadows creep / into themselves,[],3,"(5, 3, 5)",13
36635,outside the er / a doctor hides / his cigarette,[],3,"(5, 5, 5)",15
36636,knowing / the wine wont tell me / when im done,['wine'],3,"(2, 5, 3)",10
36637,the cheap wine / when youve lost / and yet won,['wine'],3,"(3, 4, 3)",10
36638,when the days grow colder / a recording / of my granddaughters laughter,[],3,"(6, 4, 7)",17
36639,disagreeing with the bartender / that ive had enough,[],2,"(8, 6)",14
36640,now departing / what was left / of my patience,[],3,"(4, 3, 5)",12
36641,in a dream / the midnight stroll / we never took,['midnight'],3,"(3, 4, 4)",11
36642,overcast / starting to believe / it will never rain,[],3,"(3, 6, 5)",14
36643,overcast / will it ever / rain again,[],3,"(3, 4, 3)",10
36644,slow steady rain / the doctor begins / as you get older,[],3,"(4, 5, 5)",14
36645,october rain / adjusting / my expectations,[],3,"(4, 3, 5)",12
36646,black dog day / remembering the one / that got away,['black'],3,"(3, 7, 4)",14
36647,black dog day / the one / that got away,['black'],3,"(3, 3, 4)",10
36648,fall foliage / her pink and purple / highlights,"['pink', 'purple']",3,"(4, 5, 2)",11
36649,new moon / picturing ourselves / in another mans dream,[],3,"(2, 6, 6)",14
36650,warm autumn day / thats what ill call it / on the reservation,[],3,"(4, 5, 6)",15
36651,new moon / putting the / air conditioners away,[],3,"(2, 3, 7)",12
36652,new moon / the post season / starting rotation,[],3,"(2, 4, 5)",11
36653,above the salt marsh / seagulls / in formation,[],3,"(6, 2, 4)",12
36654,under the bridge / dreaming / ive been here before,[],3,"(5, 2, 8)",15
36655,his final at bat / a half empty / beer bottle,[],3,"(5, 4, 3)",12
36656,a weekend road trip / into whats next,[],2,"(5, 4)",9
36657,after the rain / a friend request / from a stranger,[],3,"(4, 4, 4)",12
36658,the intricate beadwork / of the doll / she left behind,[],3,"(7, 3, 4)",14
36659,playing hide and seek / with the kids / the dog finds me,[],3,"(4, 3, 4)",11
36660,waking to a nightmare / where every flavor / is pumpkin spice,['pumpkin'],3,"(7, 7, 5)",19
36661,gazing into the marsh / i wonder what the reeds / are whispering,[],3,"(6, 6, 5)",17
36662,warming trend / if she stands / any closer,[],3,"(3, 3, 4)",10
36663,forbidden fruit / bidding me / to take a taste,[],3,"(4, 3, 5)",12
36664,dangerous winds / i turn off / the news,[],3,"(4, 3, 2)",9
36665,the old bridge / realizing its / our only way out,[],3,"(4, 4, 5)",13
36666,the old bridge / our only way out,[],2,"(4, 5)",9
36667,ringing in my ears / the clamor / of night,[],3,"(5, 3, 2)",10
36668,stealing a smile / from the little rich boy / a flickering candle,[],3,"(5, 6, 6)",17
36669,swirling in the breeze / all the leaves / i finished raking,[],3,"(6, 4, 6)",16
36670,damp autumn morning / an unripe banana,['banana'],2,"(5, 7)",12
36671,autumn chill / emphasizing / that first step,[],3,"(3, 4, 3)",10
36672,gray day / another eyebrow hair / to pluck,['gray'],3,"(2, 6, 2)",10
36673,these uncertain times / the dog just wants / a tummy rub,[],3,"(7, 4, 4)",15
36674,a stranger / invites me to like / her facebook page,[],3,"(3, 6, 5)",14
36675,hurricane watch / a tall tree / casting a shadow,['shadow'],3,"(5, 3, 5)",13
36676,hurricane watch / the tall trees shadow / over our house,[],3,"(5, 5, 5)",15
36677,two men arguing / over womens choices / without irony,[],3,"(4, 6, 5)",15
36678,autumn overcast / watching the cook / ruin toast,[],3,"(5, 4, 2)",11
36679,morning meditation / trying not to / scratch that itch,[],3,"(6, 3, 3)",12
36680,slow moving storm / an acorn falls,[],2,"(4, 4)",8
36681,autumn wind / the chili peppers / shiver,[],3,"(3, 5, 2)",10
36682,autumn wind / the last chili pepper / shivers,[],3,"(3, 6, 2)",11
36683,autumn wind / the last / chili pepper,[],3,"(3, 2, 4)",9
36684,one beer later / his daughters transition / is complete,[],3,"(5, 6, 4)",15
36685,a vast windowless room / where no one cares / who i am,[],3,"(6, 7, 3)",16
36686,in his sleep / the dog running / who knows where,[],3,"(3, 4, 4)",11
36687,cloudless night / looking for a star / to wish on,[],3,"(3, 5, 3)",11
36688,autumn wind / in one ear / and out the other,[],3,"(3, 4, 5)",12
36689,october fog / the missing players / on the playoff roster,[],3,"(4, 4, 5)",13
36690,lost in the fog / those lazy days / of summer,[],3,"(4, 5, 3)",12
36691,dangerous storm / voters / reject peace,[],3,"(4, 2, 4)",10
36692,happy hour / strangers / compare scars,[],3,"(3, 2, 4)",9
36693,envying the dog / who doesnt care / about baseball,[],3,"(4, 3, 5)",12
36694,todays harvest / a shoe / from an open closet,[],3,"(4, 2, 6)",12
36695,at the dealership / how many non dairy creamers / to enlightenment,[],3,"(5, 8, 5)",18
36696,routine maintenance / the drone / of 24 hour news,[],3,"(7, 3, 4)",14
36697,in the waiting room / a recipe / for stone soup,['stone'],3,"(5, 4, 4)",13
36698,dense fog / i disapprove / this message,[],3,"(3, 5, 4)",12
36699,ringing in my ears / the persistence / of nothingness,[],3,"(5, 5, 4)",14
36700,the perpetual surprise / of her drawn on eyebrows,[],2,"(7, 6)",13
36701,remembering / every contour / in black and white,"['black', 'white']",3,"(4, 5, 5)",14
36702,waxing moon / the girl next door / moves on,[],3,"(3, 4, 3)",10
36703,locker room talk / i decide to / shower at home,[],3,"(4, 5, 4)",13
36704,awake far too late / all the stars / whose names / ive forgotten,[],4,"(6, 3, 4, 5)",18
36705,nervously waiting / for the next breeze / autumn leaves,[],3,"(5, 5, 4)",14
36706,clinging / to a bare tree / the last apple,['apple'],3,"(2, 4, 4)",10
36707,election coverage / dogs / rolling in mud,['mud'],3,"(7, 1, 4)",12
36708,mostly cloudy / down two games / to none,[],3,"(4, 4, 2)",10
36709,still pond / the conversation i wish i had / with grandpa,[],3,"(2, 9, 3)",14
36710,dreams of summer / stirring a cocktail / with a plastic tipped cigar,[],3,"(4, 5, 8)",17
36711,migrating geese / no one asks them / where theyre from,[],3,"(5, 5, 5)",15
36712,rain out / another day / to dream away,[],3,"(2, 4, 4)",10
36713,preparing for the debate / the subject turns / to painkillers,[],3,"(8, 4, 4)",16
36714,baja sunrise / and then / i wake up,[],3,"(5, 2, 3)",10
36715,dreamless sleep / a wine glass / half empty,"['wine', 'glass']",3,"(3, 3, 3)",9
36716,frost advisory / the pain / of forgetting,[],3,"(5, 2, 4)",11
36717,frost advisory / hoping the offense / warms up,[],3,"(5, 6, 2)",13
36718,cold front / winter comes / to fenway,[],3,"(2, 4, 3)",9
36719,bitter wine / the visiting team celebrates / at fenway,[],3,"(3, 9, 3)",15
36720,pale and worn / the warmth / of grandmas quilt,['pale'],3,"(3, 2, 4)",9
36721,autumn shadows / the temperature fades / on wall street,[],3,"(4, 8, 3)",15
36722,in and out of tune / the news helicopters / sympathetic vibration,[],3,"(5, 6, 7)",18
36723,killing frost / harvesting / the unripe tomatoes,[],3,"(3, 3, 7)",13
36724,same time as last year / explaining to the kids / where maize is from,['maize'],3,"(5, 6, 6)",17
36725,wild ride on wall street / always afraid / to look down,[],3,"(5, 4, 3)",12
36726,wondering when / the least worst option / became an endorsement,[],3,"(4, 5, 8)",17
36727,revoking his endorsement / the dog / throws up,[],3,"(8, 2, 2)",12
36728,escalating scandals / two rats / race to the sewer,[],3,"(6, 2, 5)",13
36729,dismantling / the white picket fence / of my dreams,['white'],3,"(3, 7, 3)",13
36730,passing clouds / the ceo / steps down,[],3,"(3, 2, 2)",7
36731,town meeting / seagulls gather / at the landfill,[],3,"(3, 4, 4)",11
36732,reading between the lines / of a losing lottery ticket,[],2,"(7, 9)",16
36733,breakfast of champions / a handful / of painkillers,[],3,"(5, 3, 4)",12
36734,freeze warning / forgetting / my next thought,[],3,"(4, 3, 3)",10
36735,amber sky / all i need to know / about autumn,['sky'],3,"(3, 5, 4)",12
36736,autumn moonlight / the red streaks / in her hair,['red'],3,"(4, 3, 3)",10
36737,a nation / of immigrants / in fear / of immigrants,[],4,"(3, 4, 2, 4)",13
36738,nighttime construction / the soundtrack / of my nightmare,[],3,"(6, 3, 5)",14
36739,long night / her short dress,[],2,"(2, 3)",5
36740,nighttime construction / her sturdy hips,[],2,"(6, 4)",10
36741,loving / the beautiful mess / weve made,[],3,"(2, 5, 3)",10
36742,scaring only / the puppy / cardboard scarecrow,[],3,"(4, 3, 5)",12
36743,greeting the last ferry / a flock / of hungry seagulls,[],3,"(6, 2, 5)",13
36744,off season / the bartender / doesnt look up / from her phone,[],4,"(3, 4, 3, 4)",14
36745,a hearty lunch / harbor seals / performing for tourists,[],3,"(4, 3, 6)",13
36746,finding that place / everyone goes / to hide,[],3,"(5, 5, 2)",12
36747,dark harbor / noisy drunks / and their empty bars,['dark'],3,"(3, 3, 5)",11
36748,moonshine wisdom / the blur / of clarity,[],3,"(5, 2, 4)",11
36749,hunters moon / she asks if ive found / what i needed,[],3,"(3, 6, 4)",13
36750,safe harbor / an old cradle / in the back of a pickup,[],3,"(4, 4, 7)",15
36751,safe harbor / a world / without secrets,[],3,"(4, 2, 4)",10
36752,bayside caf / stray cats in love / with the chef,[],3,"(4, 4, 3)",11
36753,cape cod dreams / when my ship / comes in,[],3,"(3, 3, 3)",9
36754,autumn stillness / when youre counting / the days,[],3,"(4, 5, 2)",11
36755,awaiting / the last ferry / another happy hour,[],3,"(3, 4, 6)",13
36756,high above / the crowded beach / an osprey nest,[],3,"(4, 4, 4)",12
36757,hunters moon / unable to find / the words,[],3,"(3, 5, 2)",10
36758,drifting away / in the beach shack / of my dreams,[],3,"(4, 4, 3)",11
36759,not subject to vote / beachfront property / returning to sea,[],3,"(5, 5, 5)",15
36760,a strong cocktail / because i cant wait / to dream again,[],3,"(4, 6, 4)",14
36761,my cologne / the ocean breeze,['ocean'],2,"(4, 5)",9
36762,never questioning / the curves / of a sand dune,['sand dune'],3,"(5, 3, 4)",12
36763,dogs on the beach / the realtor talks / comparables,[],3,"(4, 4, 4)",12
36764,now that were just friends / let me tell you about / my recent heartbreak,[],3,"(6, 6, 5)",17
36765,burning leaves / another claim / the election is rigged,[],3,"(4, 4, 7)",15
36766,staggering / into the twelve step meeting,[],2,"(3, 8)",11
36767,autumn weather / reading between / the pine needles,['pine'],3,"(4, 4, 4)",12
36768,rough day at work / the smell / of burning leaves,[],3,"(4, 2, 5)",11
36769,gathering acorns / before dawn / a plump squirrel,[],3,"(5, 4, 4)",13
36770,back to work / a colorful cap / on her bald head,[],3,"(3, 5, 4)",12
36771,then i realized / it was too late to stop / the leaves from falling,[],3,"(5, 6, 6)",17
36772,deep autumn / a row / of empty beach houses,[],3,"(3, 2, 6)",11
36773,unseasonably warm / my eyes unbutton / her blouse,[],3,"(6, 5, 3)",14
36774,a bonus pinball / the coney island / of my dreams,[],3,"(5, 5, 3)",13
36775,the final debate / the last / of the wine,['wine'],3,"(6, 2, 3)",11
36776,the final debate / wondering why / im here,[],3,"(6, 4, 3)",13
36777,refusing to concede / an old dog / and his bone,['bone'],3,"(7, 3, 3)",13
36778,a dogs life / just another / day in the sun,[],3,"(3, 4, 4)",11
36779,suburban traffic jam / singing along with / someone elses radio,[],3,"(6, 5, 7)",18
36780,napping / wherever she wants / the old dog,[],3,"(2, 5, 3)",10
36781,deep sigh / planning / my next dream,[],3,"(2, 2, 3)",7
36782,company meeting / i wake up / in the dark,['dark'],3,"(5, 3, 3)",11
36783,another six months / before being nagged / about flossing,[],3,"(5, 6, 4)",15
36784,reaping what i sow / a nasty glare / from the farmers daughter,[],3,"(5, 5, 6)",16
36785,autumn fog / the undecided voters,[],2,"(3, 7)",10
36786,back to suburbia / imagining the traffic / is a crashing wave,[],3,"(5, 7, 5)",17
36787,flash of lightning / a mangled bicycle / at the curb,[],3,"(4, 6, 3)",13
36788,brisk autumn morning / i forget / to breathe,[],3,"(5, 3, 3)",11
36789,writers block / what the rain / taught me,[],3,"(3, 3, 2)",8
36790,when the scarecrow / is a cranky old woman,[],2,"(5, 7)",12
36791,halloween approaching / the blind / drive ahead,[],3,"(6, 2, 4)",12
36792,boardwalk dream / all the quarters ive lost / in that pinball machine,[],3,"(3, 7, 7)",17
36793,wind advisory / the candidate mutters / under his breath,[],3,"(5, 7, 4)",16
36794,night moves / she puts on the lingerie / ill be taking off of her,[],3,"(3, 7, 7)",17
36795,early to bed / the crunch of legos / beneath my feet,[],3,"(4, 5, 4)",13
36796,autumn wind / watching it / fade away,[],3,"(3, 3, 3)",9
36797,autumn wind / how easy it is / to get carried away,[],3,"(3, 5, 6)",14
36798,sugar maple / stripped of dignity / by the wind,[],3,"(4, 6, 3)",13
36799,end of the weekend / splitting / the last beer,[],3,"(5, 2, 3)",10
36800,monday morning / waking up / to a sigh,[],3,"(4, 3, 3)",10
36801,wooly muffler / i thought you were crying / because you were happy,[],3,"(4, 6, 8)",18
36802,a good wine / where it / all begins,['wine'],3,"(3, 3, 3)",9
36803,wishing on a star / the other side / of the bridge,[],3,"(5, 4, 4)",13
36804,bounty hunter / nothing he wont do / for a dog treat,[],3,"(4, 5, 4)",13
36805,ever closer / to the flame / a black moth,"['flame', 'black']",3,"(4, 4, 3)",11
36806,bipartisan agreement / the election cant be over / soon enough,[],3,"(7, 8, 3)",18
36807,my aching bones / drunk enough / to know better,[],3,"(5, 3, 4)",12
36808,cold snap / feeling so much older / than yesterday,[],3,"(2, 6, 4)",12
36809,fall classic / a wheelbarrow / full of leaves,[],3,"(3, 4, 4)",11
36810,mid winter harvest / wilted lettuce / from the supermarket,[],3,"(5, 5, 6)",16
36811,continued cold / the jagged clatter / of a jackhammer,[],3,"(4, 5, 5)",14
36812,autumn deepens / the silence / of a barren field,[],3,"(4, 4, 5)",13
36813,so low in the sky / the winter sun / and me,['sky'],3,"(5, 4, 2)",11
36814,cold rain / a declined / invitation,[],3,"(2, 4, 4)",10
36815,an american scandal / the cat self identifies / as black,['black'],3,"(7, 7, 2)",16
36816,muffling / the footsteps of ghosts / slow steady rain,[],3,"(2, 5, 4)",11
36817,what i think / when they tell me / i deserve / the chair,[],4,"(3, 4, 4, 2)",13
36818,alarm clock / boarding up / the beach house,[],3,"(3, 3, 4)",10
36819,wilted flowers / she loves me not,[],2,"(4, 5)",9
36820,not remembering / the nightmare / that killed me,[],3,"(5, 4, 4)",13
36821,our vacation cottage / trying to fit / it all in,[],3,"(7, 3, 3)",13
36822,in a dream / the rhythm / of the waves,['rhythm'],3,"(3, 2, 4)",9
36823,tonights weather / dying into / each others arms,[],3,"(4, 4, 4)",12
36824,comfort food / the weight / of my eyelids,[],3,"(3, 2, 4)",9
36825,not how i imagined it / our romantic hayride / in the rain,[],3,"(8, 7, 3)",18
36826,indecisive / this weekends weather,[],2,"(5, 5)",10
36827,autumn overcast / what i whispered / among the sand dunes,['sand'],3,"(5, 5, 6)",16
36828,autumn overcast / a scoreless tie,[],2,"(5, 5)",10
36829,pitchers duel / an unfinished / haiku,[],3,"(3, 5, 2)",10
36830,the cashier perplexed / when i help her / make change,[],3,"(6, 4, 3)",13
36831,on his day off / the city boy / stacking wood,[],3,"(4, 4, 3)",11
36832,overlooking the intersection / a heron / just being,[],3,"(9, 3, 2)",14
36833,warming trend / the fragrance / of curry,[],3,"(3, 4, 3)",10
36834,first frost / a box / of unmatched mittens,[],3,"(2, 2, 6)",10
36835,leaving the changing room / i feel / exactly the same,[],3,"(6, 2, 5)",13
36836,clearance sale / the receipt claims i saved / more than i spent,[],3,"(4, 7, 4)",15
36837,leaving the changing room / feeling exactly the same,[],2,"(6, 7)",13
36838,unrequited crush / a dog on the other side / of the fence,[],3,"(5, 7, 4)",16
36839,my latest crush / in high definition,[],2,"(4, 6)",10
36840,festival of lights / the insistent hum / of the marquee,[],3,"(5, 5, 4)",14
36841,devils night / 24 hour / television news,[],3,"(3, 2, 5)",10
36842,veteran catcher / losing a pop fly / in the lights,[],3,"(5, 5, 3)",13
36843,off the bench / a mouthful / of tobacco,[],3,"(3, 3, 4)",10
36844,intentional walk / the constellations / in the sky,['sky'],3,"(5, 5, 3)",13
36845,my halloween costume / just happy / to be here,[],3,"(7, 3, 4)",14
36846,halloween party / sharing a beer / with satan,[],3,"(5, 4, 3)",12
36847,moonless night / learning that / my friend has died,[],3,"(3, 3, 4)",10
36848,trick or treat / the dog answers the door / wearing fangs,[],3,"(3, 6, 3)",12
